instance_id,model,seed,dataset_count,memory_level,memory_ratio,memory_capacity,total_dataset_size,memory_utilization_ratio,travel_time_per_edge,average_travel_time_per_edge,total_one_way_travel_time,battery_capacity_multiplier,optimistic_minimum_energy,battery_capacity,battery_headroom,terrain_profiles,terrain_edges,corruption_level,safe_dataset_count,unsafe_dataset_count,all_datasets_theoretically_safe,dataset_sizes,encoding_times,corruption_margins,loss_times,status,solved,planner,timeout_seconds,wall_runtime_seconds,return_code,reported_plan_length,reported_elapsed_time,plan_makespan,travel_time_in_plan,estimated_travel_time,stationary_time,energy_used,battery_remaining,battery_utilization_ratio,battery_feasible,route_metrics_valid,action_count,move_actions,collect_actions,offload_actions,waiting_periods,total_waiting_time,problem_file,metadata_file,raw_output_file,error_message,standard_status,standard_runtime_seconds,classification_status,classification_runtime_seconds,classification_source
rover-battery-n2-mem-high-corr-high-seed-4,battery,4,2,high,1.0,7.0,7.0,1.0,,2.25,4.5,2.857142857142857,14.0,40,26.0,"[""steep"", ""easy""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}]",high,2,0,True,"[3, 4]","[2, 5]","[4.0, 3.0]","[7.0, 8.0]",solved,True,sat-hadd,30.0,0.367181,0,24,10.0,10.0,9.0,9.0,1.0,14.0,26.0,0.35,True,True,8,4,2,2,4,10.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n2-mem-high-corr-high-seed-4.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n2-mem-high-corr-high-seed-4.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n2-mem-high-corr-high-seed-4.txt,,solved,0.367181,solved,0.367181,standard_30s
rover-battery-n3-mem-low-corr-low-seed-0,battery,0,3,low,0.45,6.0,12.0,2.0,,2.0,6.0,2.2222222222222223,18.0,40,22.0,"[""easy"", ""easy"", ""steep""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}]",low,3,0,True,"[5, 5, 2]","[4, 5, 5]","[14.0, 14.0, 12.0]","[18.0, 19.0, 18.0]",solved,True,sat-hadd,30.0,0.463191,0,82,49.0,49.0,21.0,21.0,28.0,30.0,10.0,0.75,True,True,18,12,3,3,15,49.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-low-seed-0.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-low-seed-0.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-low-corr-low-seed-0.txt,,solved,0.463191,solved,0.463191,standard_30s
rover-battery-n3-mem-low-corr-low-seed-1,battery,1,3,low,0.45,6.0,11.0,1.833333,,2.6666666666666665,8.0,1.5384615384615385,26.0,40,14.0,"[""steep"", ""moderate"", ""steep""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""moderate"", ""travel_time"": 2.0, ""energy_cost"": 3.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}]",low,3,0,True,"[3, 6, 2]","[4, 2, 5]","[12.0, 10.0, 10.0]","[16.0, 15.0, 18.0]",unsolvable,False,sat-hadd,30.0,1.552308,0,,,,,,,,,,,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-low-seed-1.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-low-seed-1.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-low-corr-low-seed-1.txt,,unsolvable,1.552308,unsolvable,1.552308,standard_30s
rover-battery-n3-mem-low-corr-low-seed-2,battery,2,3,low,0.45,3.0,6.0,2.0,,2.1666666666666665,6.5,2.0,20.0,40,20.0,"[""easy"", ""rocky"", ""rocky""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}]",low,3,0,True,"[2, 2, 2]","[4, 3, 4]","[12.0, 10.0, 10.0]","[16.0, 14.0, 16.5]",solved,True,sat-hadd,30.0,0.4296,0,78,45.0,45.0,24.0,24.0,21.0,36.0,4.0,0.9,True,True,18,12,3,3,15,45.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-low-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-low-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-low-corr-low-seed-2.txt,,solved,0.4296,solved,0.4296,standard_30s
rover-battery-n3-mem-low-corr-low-seed-3,battery,3,3,low,0.45,7.0,15.0,2.142857,,2.8333333333333335,8.5,1.4285714285714286,28.0,40,12.0,"[""steep"", ""rocky"", ""steep""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}]",low,3,0,True,"[3, 6, 6]","[3, 4, 5]","[12.0, 14.0, 10.0]","[15.0, 19.5, 18.5]",unsolvable,False,sat-hadd,30.0,1.021489,0,,,,,,,,,,,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-low-seed-3.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-low-seed-3.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-low-corr-low-seed-3.txt,,unsolvable,1.021489,unsolvable,1.021489,standard_30s
rover-battery-n3-mem-low-corr-low-seed-4,battery,4,3,low,0.45,5.0,9.0,1.8,,2.3333333333333335,7.0,1.8181818181818181,22.0,40,18.0,"[""steep"", ""easy"", ""rocky""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}]",low,3,0,True,"[3, 4, 2]","[5, 5, 3]","[12.0, 10.0, 12.0]","[17.0, 15.0, 19.0]",solved,True,sat-hadd,30.0,0.643564,0,63,34.0,34.0,23.0,23.0,11.0,36.0,4.0,0.9,True,True,16,10,3,3,12,34.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-low-seed-4.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-low-seed-4.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-low-corr-low-seed-4.txt,,solved,0.643564,solved,0.643564,standard_30s
rover-battery-n3-mem-low-corr-medium-seed-0,battery,0,3,low,0.45,6.0,12.0,2.0,,2.0,6.0,2.2222222222222223,18.0,40,22.0,"[""easy"", ""easy"", ""steep""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}]",medium,3,0,True,"[5, 5, 2]","[4, 5, 5]","[10.0, 10.0, 8.0]","[14.0, 15.0, 14.0]",solved,True,sat-hadd,30.0,0.442126,0,78,45.0,45.0,21.0,21.0,24.0,30.0,10.0,0.75,True,True,18,12,3,3,15,45.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-medium-seed-0.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-medium-seed-0.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-low-corr-medium-seed-0.txt,,solved,0.442126,solved,0.442126,standard_30s
rover-battery-n3-mem-low-corr-medium-seed-1,battery,1,3,low,0.45,6.0,11.0,1.833333,,2.6666666666666665,8.0,1.5384615384615385,26.0,40,14.0,"[""steep"", ""moderate"", ""steep""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""moderate"", ""travel_time"": 2.0, ""energy_cost"": 3.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}]",medium,3,0,True,"[3, 6, 2]","[4, 2, 5]","[8.0, 6.0, 6.0]","[12.0, 11.0, 14.0]",unsolvable,False,sat-hadd,30.0,0.944521,0,,,,,,,,,,,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-medium-seed-1.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-medium-seed-1.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-low-corr-medium-seed-1.txt,,unsolvable,0.944521,unsolvable,0.944521,standard_30s
rover-battery-n3-mem-low-corr-medium-seed-2,battery,2,3,low,0.45,3.0,6.0,2.0,,2.1666666666666665,6.5,2.0,20.0,40,20.0,"[""easy"", ""rocky"", ""rocky""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}]",medium,3,0,True,"[2, 2, 2]","[4, 3, 4]","[8.0, 6.0, 6.0]","[12.0, 10.0, 12.5]",solved,True,sat-hadd,30.0,0.409229,0,75,42.0,42.0,24.0,24.0,18.0,36.0,4.0,0.9,True,True,18,12,3,3,15,42.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-medium-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-medium-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-low-corr-medium-seed-2.txt,,solved,0.409229,solved,0.409229,standard_30s
rover-battery-n3-mem-low-corr-medium-seed-3,battery,3,3,low,0.45,7.0,15.0,2.142857,,2.8333333333333335,8.5,1.4285714285714286,28.0,40,12.0,"[""steep"", ""rocky"", ""steep""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}]",medium,3,0,True,"[3, 6, 6]","[3, 4, 5]","[8.0, 10.0, 6.0]","[11.0, 15.5, 14.5]",unsolvable,False,sat-hadd,30.0,0.757785,0,,,,,,,,,,,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-medium-seed-3.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-medium-seed-3.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-low-corr-medium-seed-3.txt,,unsolvable,0.757785,unsolvable,0.757785,standard_30s
rover-battery-n3-mem-low-corr-medium-seed-4,battery,4,3,low,0.45,5.0,9.0,1.8,,2.3333333333333335,7.0,1.8181818181818181,22.0,40,18.0,"[""steep"", ""easy"", ""rocky""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}]",medium,3,0,True,"[3, 4, 2]","[5, 5, 3]","[8.0, 6.0, 8.0]","[13.0, 11.0, 15.0]",solved,True,sat-hadd,30.0,0.721728,0,63,34.0,34.0,23.0,23.0,11.0,36.0,4.0,0.9,True,True,16,10,3,3,12,34.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-medium-seed-4.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-medium-seed-4.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-low-corr-medium-seed-4.txt,,solved,0.721728,solved,0.721728,standard_30s
rover-battery-n3-mem-low-corr-high-seed-0,battery,0,3,low,0.45,6.0,12.0,2.0,,2.0,6.0,2.2222222222222223,18.0,40,22.0,"[""easy"", ""easy"", ""steep""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}]",high,3,0,True,"[5, 5, 2]","[4, 5, 5]","[5.0, 5.0, 4.0]","[9.0, 10.0, 10.0]",solved,True,sat-hadd,30.0,0.433408,0,69,36.0,36.0,21.0,21.0,15.0,30.0,10.0,0.75,True,True,18,12,3,3,15,36.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-high-seed-0.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-high-seed-0.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-low-corr-high-seed-0.txt,,solved,0.433408,solved,0.433408,standard_30s
rover-battery-n3-mem-low-corr-high-seed-1,battery,1,3,low,0.45,6.0,11.0,1.833333,,2.6666666666666665,8.0,1.5384615384615385,26.0,40,14.0,"[""steep"", ""moderate"", ""steep""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""moderate"", ""travel_time"": 2.0, ""energy_cost"": 3.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}]",high,3,0,True,"[3, 6, 2]","[4, 2, 5]","[4.0, 3.0, 3.0]","[8.0, 8.0, 11.0]",unsolvable,False,sat-hadd,30.0,0.646652,0,,,,,,,,,,,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-high-seed-1.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-high-seed-1.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-low-corr-high-seed-1.txt,,unsolvable,0.646652,unsolvable,0.646652,standard_30s
rover-battery-n3-mem-low-corr-high-seed-2,battery,2,3,low,0.45,3.0,6.0,2.0,,2.1666666666666665,6.5,2.0,20.0,40,20.0,"[""easy"", ""rocky"", ""rocky""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}]",high,3,0,True,"[2, 2, 2]","[4, 3, 4]","[4.0, 3.0, 3.0]","[8.0, 7.0, 9.5]",solved,True,sat-hadd,30.0,0.43715,0,69,36.0,36.0,24.0,24.0,12.0,36.0,4.0,0.9,True,True,18,12,3,3,15,36.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-high-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-high-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-low-corr-high-seed-2.txt,,solved,0.43715,solved,0.43715,standard_30s
rover-battery-n3-mem-low-corr-high-seed-3,battery,3,3,low,0.45,7.0,15.0,2.142857,,2.8333333333333335,8.5,1.4285714285714286,28.0,40,12.0,"[""steep"", ""rocky"", ""steep""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}]",high,3,0,True,"[3, 6, 6]","[3, 4, 5]","[4.0, 5.0, 3.0]","[7.0, 10.5, 11.5]",unsolvable,False,sat-hadd,30.0,0.615996,0,,,,,,,,,,,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-high-seed-3.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-high-seed-3.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-low-corr-high-seed-3.txt,,unsolvable,0.615996,unsolvable,0.615996,standard_30s
rover-battery-n3-mem-low-corr-high-seed-4,battery,4,3,low,0.45,5.0,9.0,1.8,,2.3333333333333335,7.0,1.8181818181818181,22.0,40,18.0,"[""steep"", ""easy"", ""rocky""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}]",high,3,0,True,"[3, 4, 2]","[5, 5, 3]","[4.0, 3.0, 4.0]","[9.0, 8.0, 11.0]",solved,True,sat-hadd,30.0,0.552735,0,61,32.0,32.0,23.0,23.0,9.0,36.0,4.0,0.9,True,True,16,10,3,3,13,32.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-high-seed-4.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-low-corr-high-seed-4.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-low-corr-high-seed-4.txt,,solved,0.552735,solved,0.552735,standard_30s
rover-battery-n3-mem-medium-corr-low-seed-0,battery,0,3,medium,0.7,9.0,12.0,1.333333,,2.0,6.0,2.2222222222222223,18.0,40,22.0,"[""easy"", ""easy"", ""steep""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}]",low,3,0,True,"[5, 5, 2]","[4, 5, 5]","[14.0, 14.0, 12.0]","[18.0, 19.0, 18.0]",solved,True,sat-hadd,30.0,0.423858,0,61,32.0,32.0,18.0,18.0,14.0,26.0,14.0,0.65,True,True,16,10,3,3,13,32.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-medium-corr-low-seed-0.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-medium-corr-low-seed-0.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-medium-corr-low-seed-0.txt,,solved,0.423858,solved,0.423858,standard_30s
rover-battery-n3-mem-medium-corr-low-seed-1,battery,1,3,medium,0.7,8.0,11.0,1.375,,2.6666666666666665,8.0,1.5384615384615385,26.0,40,14.0,"[""steep"", ""moderate"", ""steep""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""moderate"", ""travel_time"": 2.0, ""energy_cost"": 3.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}]",low,3,0,True,"[3, 6, 2]","[4, 2, 5]","[12.0, 10.0, 10.0]","[16.0, 15.0, 18.0]",solved,True,sat-hadd,30.0,0.933774,0,54,29.0,29.0,22.0,22.0,7.0,36.0,4.0,0.9,True,True,14,8,3,3,11,29.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-medium-corr-low-seed-1.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-medium-corr-low-seed-1.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-medium-corr-low-seed-1.txt,,solved,0.933774,solved,0.933774,standard_30s
rover-battery-n3-mem-medium-corr-low-seed-2,battery,2,3,medium,0.7,5.0,6.0,1.2,,2.1666666666666665,6.5,2.0,20.0,40,20.0,"[""easy"", ""rocky"", ""rocky""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}]",low,3,0,True,"[2, 2, 2]","[4, 3, 4]","[12.0, 10.0, 10.0]","[16.0, 14.0, 16.5]",solved,True,sat-hadd,30.0,0.451184,0,66,37.0,37.0,21.0,21.0,16.0,32.0,8.0,0.8,True,True,16,10,3,3,13,37.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-medium-corr-low-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-medium-corr-low-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-medium-corr-low-seed-2.txt,,solved,0.451184,solved,0.451184,standard_30s
rover-battery-n3-mem-medium-corr-low-seed-3,battery,3,3,medium,0.7,11.0,15.0,1.363636,,2.8333333333333335,8.5,1.4285714285714286,28.0,40,12.0,"[""steep"", ""rocky"", ""steep""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}]",low,3,0,True,"[3, 6, 6]","[3, 4, 5]","[12.0, 14.0, 10.0]","[15.0, 19.5, 18.5]",unsolvable,False,sat-hadd,30.0,1.746079,0,,,,,,,,,,,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-medium-corr-low-seed-3.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-medium-corr-low-seed-3.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-medium-corr-low-seed-3.txt,,unsolvable,1.746079,unsolvable,1.746079,standard_30s
